emp_no,first_name,last_name,from_date,salary,title,to_date
71842,Bluma,Cummings,1992-12-28,68393,Senior Staff,9999-01-01
71847,Seshu,Kadhim,1991-12-25,82438,Senior Staff,9999-01-01
71855,Lein,Luef,1986-09-11,42783,Technique Leader,9999-01-01
71864,Martina,Bellone,1988-11-04,62512,Senior Engineer,9999-01-01
71869,Elzbieta,Puoti,1993-09-06,40000,Technique Leader,9999-01-01
71871,Kien,Molenkamp,1986-10-31,78892,Senior Staff,9999-01-01
71889,Tristan,Hennebert,1988-07-04,54736,Senior Engineer,9999-01-01
71894,Guther,Munawer,1987-09-17,40000,Senior Engineer,9999-01-01
71896,Magdalena,Zobel,1988-03-21,76759,Senior Staff,9999-01-01
71901,Josyula,Halloran,1987-12-16,55901,Senior Engineer,9999-01-01
71913,Tooru,Feinberg,1988-11-19,59759,Technique Leader,9999-01-01
71914,Navid,Uludag,1988-05-27,40000,Senior Engineer,9999-01-01
71915,Goh,Jakobus,1999-04-30,54007,Staff,9999-01-01
71923,Jayesh,Kavanagh,1986-04-03,48573,Technique Leader,9999-01-01
71930,Lech,Etalle,1992-11-24,70507,Senior Staff,9999-01-01
71948,Angel,Bonifati,1996-05-30,40000,Engineer,9999-01-01
71960,Teunis,Karnin,1990-08-06,77327,Senior Staff,9999-01-01
71962,Mohamadou,Thorelli,1987-11-21,70489,Senior Engineer,9999-01-01
71979,Sugwoo,Kropp,1986-08-09,61631,Senior Staff,9999-01-01
71980,Stamatina,Compeau,1988-12-24,45916,Engineer,9999-01-01
71984,Fei,Thiria,1995-10-10,40000,Senior Engineer,9999-01-01
71985,Kristina,Emmart,1988-03-11,55891,Senior Engineer,9999-01-01
71990,Supot,Thiran,1985-11-16,50900,Senior Staff,9999-01-01
71993,Bernd,Caine,1985-08-24,40000,Senior Staff,9999-01-01
71998,Pranas,Lovengreen,1993-03-26,54808,Engineer,9999-01-01
72003,Kamakshi,Besselaar,1987-09-06,40000,Senior Engineer,9999-01-01
72004,Macha,Undy,1986-02-04,56988,Senior Engineer,9999-01-01
72008,Soenke,Wrigley,1996-12-27,40000,Engineer,9999-01-01
72013,Lene,Beilner,1987-06-10,40000,Senior Staff,9999-01-01
72015,Reuven,Trystram,1998-06-06,45661,Staff,9999-01-01
72024,Takahiro,Wolniewicz,1994-06-25,55427,Senior Engineer,9999-01-01
72026,Wilmer,Pesch,1989-07-31,40000,Senior Engineer,9999-01-01
72028,Marsja,Szemeredi,1988-02-25,53297,Senior Engineer,9999-01-01
72031,Nagui,Makrucki,1988-01-23,65794,Senior Staff,9999-01-01
72071,Bilhanan,Rullman,1990-01-24,71314,Senior Staff,9999-01-01
72074,Mahmut,Chinal,1988-02-22,56546,Senior Staff,9999-01-01
72077,Reuven,Juneja,1987-04-30,56420,Senior Staff,9999-01-01
72078,Olivera,Limongiello,1986-11-27,70428,Senior Engineer,9999-01-01
72085,Sverrir,Ishibashi,1988-02-19,40000,Senior Engineer,9999-01-01
72087,Teiji,Chartres,1997-03-19,40000,Senior Engineer,9999-01-01
72092,Alper,Zaumen,1988-06-08,40798,Senior Engineer,9999-01-01
72097,Almudena,Perng,1985-07-08,40000,Senior Staff,9999-01-01
72116,Lalit,Quadeer,1996-05-08,40000,Engineer,9999-01-01
72137,Dulce,Bodoff,1987-07-01,40000,Senior Engineer,9999-01-01
72140,Christ,Cronau,1987-05-15,49434,Senior Engineer,9999-01-01
72145,Zdislav,Neimat,1985-07-15,54268,Senior Engineer,9999-01-01
72160,Sugwoo,Scharstein,1998-04-08,51261,Staff,9999-01-01
72207,Wuxu,Marsiglia,1986-11-21,62275,Senior Staff,9999-01-01
72211,Apostol,Murrill,1985-08-15,59170,Senior Engineer,9999-01-01
72216,Serif,Rebaine,1997-10-09,78666,Staff,9999-01-01
72248,Kamran,Rindone,1987-11-29,40810,Senior Engineer,9999-01-01
72262,Shahab,Braunmuhl,1985-11-18,40000,Senior Engineer,9999-01-01
72264,Alain,Bale,1987-05-24,40000,Senior Engineer,9999-01-01
72281,Sariel,Uhrik,1996-07-08,53176,Senior Engineer,9999-01-01
72284,Radhakrishnan,Mondadori,1999-03-04,40000,Staff,9999-01-01
72298,Lenore,Glinert,1994-01-29,47705,Engineer,9999-01-01
72307,Genta,Asser,1988-05-10,69455,Senior Engineer,9999-01-01
72338,Sreekrishna,Gubsky,1986-11-04,56018,Senior Engineer,9999-01-01
72343,Make,Bodoff,1988-02-13,44312,Technique Leader,9999-01-01
72357,Kristina,Krogh,1985-10-19,59424,Technique Leader,9999-01-01
72383,Gianluca,Sidou,1987-02-24,47128,Technique Leader,9999-01-01
72387,Taiji,Zeilberger,1997-02-22,40000,Engineer,9999-01-01
72389,Xuejun,Piancastelli,1988-10-09,72799,Senior Engineer,9999-01-01
72397,Shigeu,Einsfeld,1986-08-28,49929,Senior Engineer,9999-01-01
72398,Dines,Gulla,1993-09-21,40000,Senior Staff,9999-01-01
72400,Charmane,Merel,1993-04-19,40000,Senior Staff,9999-01-01
72434,Snehasis,Lueh,1994-09-29,40000,Assistant Engineer,9999-01-01
72448,Lena,Assaf,1996-11-11,53671,Staff,9999-01-01
72451,Xiong,Stamatiou,1991-11-05,44339,Senior Engineer,9999-01-01
72478,Rosli,Motley,1990-04-24,40000,Senior Staff,9999-01-01
72485,Hidefumi,Christianini,1986-05-21,44347,Senior Staff,9999-01-01
72486,Irena,Brickell,1987-06-08,40000,Senior Engineer,9999-01-01
72497,Kwangjo,McAlpine,1988-05-14,40000,Senior Engineer,9999-01-01
72510,Miomir,Tomescu,1988-07-07,69792,Senior Engineer,9999-01-01
72513,Juichirou,Talmon,1995-04-06,48057,Engineer,9999-01-01
72522,Insup,Katzenelson,1985-02-25,40000,Senior Engineer,9999-01-01
72551,Bedir,Impagliazzo,1995-03-20,42410,Senior Engineer,9999-01-01
72566,Munehiro,Schaaf,1985-11-22,40000,Senior Engineer,9999-01-01
72569,Katsuyuki,Halevi,1999-09-11,51848,Engineer,9999-01-01
72571,Yurij,Cools,1988-09-18,53380,Senior Engineer,9999-01-01
72574,Saeed,Carrere,1985-09-09,56518,Senior Engineer,9999-01-01
72586,Jiong,Usery,1993-12-16,40000,Senior Engineer,9999-01-01
72587,Krister,Angel,1985-07-26,77778,Senior Staff,9999-01-01
72598,Bogdan,Vural,1985-11-12,45158,Senior Engineer,9999-01-01
72617,Naraig,Worfolk,1987-11-16,40000,Senior Staff,9999-01-01
72625,Moti,Nyanchama,1997-01-20,48362,Engineer,9999-01-01
72627,Apostol,Conry,1999-01-08,51665,Engineer,9999-01-01
72634,Xuedong,Thiran,1987-12-24,43347,Senior Staff,9999-01-01
72639,Jiang,Angel,1988-09-27,42552,Senior Staff,9999-01-01
72646,Elgin,Tchuente,1988-02-20,50608,Engineer,9999-01-01
72661,Dinah,Baja,1986-10-23,52915,Senior Staff,9999-01-01
72683,Tristan,Frolund,1990-09-21,40000,Senior Engineer,9999-01-01
72686,Radoslaw,Marakhovsky,1985-07-12,40711,Senior Engineer,9999-01-01
72723,Arve,Danlos,1999-06-14,79591,Senior Staff,9999-01-01
72725,Jayesh,Felder,1988-06-24,61650,Senior Engineer,9999-01-01
72739,Constantino,Sinicrope,1988-05-20,40000,Senior Engineer,9999-01-01
72740,Heather,Greenaway,1985-04-07,54802,Senior Staff,9999-01-01
72741,Ulises,Range,1997-05-18,46867,Staff,9999-01-01
72745,Tayeb,Vernadat,1987-07-08,40536,Senior Engineer,9999-01-01
72752,Kensyu,Gente,1991-05-15,69936,Senior Engineer,9999-01-01
72761,Arto,Schlegelmilch,1986-01-05,89178,Senior Staff,9999-01-01
72768,Sajjad,Kolvik,1998-06-04,40000,Engineer,9999-01-01
72794,Kazuhisa,Awdeh,1987-11-29,66449,Senior Staff,9999-01-01
72797,Dmitry,Luders,1985-06-04,71156,Senior Staff,9999-01-01
72799,Akeel,Usdin,1988-06-03,54368,Senior Engineer,9999-01-01
72826,Pranas,Kuhnemann,1987-08-10,55916,Senior Engineer,9999-01-01
72836,Sadun,Baez,1987-10-09,47344,Senior Staff,9999-01-01
72861,Chirstian,Pramanik,1986-12-26,40000,Senior Engineer,9999-01-01
72863,Mohd,Kavvadias,1985-10-17,50670,Senior Staff,9999-01-01
72864,Moie,McConalogue,1991-04-18,40000,Senior Engineer,9999-01-01
72866,Sverrir,Zumaque,1995-11-19,79179,Senior Staff,9999-01-01
72885,Yinghua,Coullard,1987-03-17,54456,Technique Leader,9999-01-01
72891,Florina,Heusch,1994-01-11,40000,Senior Engineer,9999-01-01
72897,Faiza,Leslie,1987-11-13,46015,Senior Engineer,9999-01-01
72898,Thanasis,Gurbaxani,1994-11-12,74007,Senior Staff,9999-01-01
72907,Alejandra,Weisert,1999-11-20,40000,Staff,9999-01-01
72916,Arun,Kitsuregawa,1999-09-28,53222,Staff,9999-01-01
72917,Paris,Swan,1989-01-05,44500,Senior Staff,9999-01-01
72920,Dekang,Radivojevic,1994-12-16,83480,Senior Staff,9999-01-01
72922,Kristian,DasSarma,1993-09-28,73729,Senior Staff,9999-01-01
72923,Zhenbing,Decaestecker,1985-05-01,40000,Senior Engineer,9999-01-01
72928,Xiahua,Rosay,1989-04-21,48666,Senior Staff,9999-01-01
72943,Collette,Angot,1987-03-07,65449,Senior Staff,9999-01-01
72959,Rosita,Wynblatt,1989-06-15,40000,Senior Staff,9999-01-01
72963,Hugh,Butner,1986-12-07,46569,Engineer,9999-01-01
72967,Menkae,Brobst,1997-01-21,83228,Staff,9999-01-01
72969,Xinan,Setia,1999-09-22,78665,Staff,9999-01-01
72977,Shahid,Servi,1997-01-17,63794,Staff,9999-01-01
72981,Chanjung,Imataki,1988-01-16,85699,Senior Staff,9999-01-01
72986,Nikolaos,Worfolk,1987-07-11,40000,Senior Engineer,9999-01-01
72996,Petter,Castellani,1988-06-04,40000,Senior Engineer,9999-01-01
73004,Mitchel,Ballarin,1988-06-13,61260,Senior Engineer,9999-01-01
73005,Sachem,Compeau,1990-06-12,50521,Technique Leader,9999-01-01
73011,Zdislav,Kaiserswerth,1989-09-12,40000,Senior Engineer,9999-01-01
73017,Adel,Iisaka,1996-01-02,59529,Engineer,9999-01-01
73035,Kensyu,Cummings,1995-11-10,78429,Senior Staff,9999-01-01
73036,Syozo,Koyama,1986-11-23,90889,Senior Staff,9999-01-01
73063,Nigel,Highland,1988-05-31,40000,Senior Staff,9999-01-01
73072,Vitali,Zwicker,1989-05-18,45592,Senior Engineer,9999-01-01
73082,Ioana,Sadowski,1988-01-03,60366,Senior Engineer,9999-01-01
73090,Yoshinari,Takkinen,1985-03-27,48393,Senior Staff,9999-01-01
73099,Percy,Strandh,1989-12-22,40000,Senior Engineer,9999-01-01
73104,Mooi,Bressoud,1988-09-24,40000,Senior Engineer,9999-01-01
73109,Divine,Pusterhofer,1987-08-15,40000,Senior Engineer,9999-01-01
73110,Gift,Osgood,1987-07-12,56048,Technique Leader,9999-01-01
73111,Ottavia,Massonet,1985-06-08,43571,Technique Leader,9999-01-01
73119,Miyeon,Kavraki,1988-05-18,49013,Senior Engineer,9999-01-01
73137,Manohar,Lortz,1992-05-28,68030,Senior Engineer,9999-01-01
73142,Gretta,VanScheik,1988-12-23,58376,Senior Engineer,9999-01-01
73143,Sreekrishna,Cincotta,1991-04-22,40000,Engineer,9999-01-01
73161,Haldon,Denos,1985-08-09,52403,Senior Engineer,9999-01-01
73194,Perry,Castellani,1988-05-16,46686,Senior Staff,9999-01-01
73207,Kyoichi,Domenig,1987-11-15,40000,Technique Leader,9999-01-01
73208,Yuguang,Menhardt,1988-05-19,45903,Senior Staff,9999-01-01
73212,Niclas,Maraist,1999-03-20,40000,Senior Staff,9999-01-01
73220,Mokhtar,Serre,1985-05-04,40000,Senior Staff,9999-01-01
73222,Kendra,Gurbaxani,1985-02-22,40000,Senior Engineer,9999-01-01
73225,Mana,Swick,1998-01-25,44581,Engineer,9999-01-01
73237,Sanjoy,Bonifati,1987-01-31,71930,Senior Staff,9999-01-01
73283,Shen,Leaver,1996-02-11,55758,Engineer,9999-01-01
73305,Heon,Lambe,1987-11-15,40000,Senior Engineer,9999-01-01
73318,Elliott,Highland,1989-11-04,40000,Engineer,9999-01-01
73322,Atreye,Tomescu,1996-04-13,81800,Senior Staff,9999-01-01
73336,Zhongwei,Molenkamp,1991-01-01,98099,Senior Staff,9999-01-01
73339,Leni,Kamble,1988-09-11,58140,Senior Engineer,9999-01-01
73350,Takahira,Daescu,1987-07-09,88266,Senior Engineer,9999-01-01
73352,Boutros,Fortenbacher,1985-05-01,40000,Senior Engineer,9999-01-01
73355,Kannan,Rotem,1996-10-12,49429,Senior Engineer,9999-01-01
73364,Wayne,Gaughan,1988-12-26,40000,Senior Engineer,9999-01-01
73375,Aiichiro,Kragelund,2000-01-15,55932,Staff,9999-01-01
73387,Noritoshi,Axelband,1985-02-22,66306,Senior Staff,9999-01-01
73389,IEEE,Sherertz,1995-09-07,61335,Staff,9999-01-01
73390,Ishfaq,Beutelspacher,1988-12-04,64348,Senior Engineer,9999-01-01
73395,Jouko,Tsukune,1987-12-15,69171,Senior Engineer,9999-01-01
73400,Billur,Heemskerk,1990-01-21,61259,Senior Engineer,9999-01-01
73406,Basil,Tomescu,1985-08-04,54965,Senior Engineer,9999-01-01
73409,Denis,Biros,1986-02-25,40000,Senior Engineer,9999-01-01
73415,Renny,Pillow,1999-10-27,70580,Senior Staff,9999-01-01
73425,Parviz,Aumann,1996-03-25,51354,Senior Engineer,9999-01-01
73430,Khosrow,Beausoleil,1985-06-20,41410,Senior Engineer,9999-01-01
73446,Yuguang,Gronowski,1998-06-26,51562,Senior Staff,9999-01-01
73456,Toney,Azadmanesh,1988-12-02,44012,Senior Engineer,9999-01-01
73462,Sergi,Pelc,1990-11-24,83835,Senior Staff,9999-01-01
73465,Susanne,Adachi,1988-02-20,57800,Technique Leader,9999-01-01
73466,Tzu,Guerreiro,1988-05-12,46274,Senior Engineer,9999-01-01
73497,Sibyl,Huhdanpaa,1990-05-22,68016,Senior Staff,9999-01-01
73499,Ult,Ferriere,1995-10-26,67659,Senior Staff,9999-01-01
73500,Sahrah,Thambidurai,1986-01-15,49123,Senior Engineer,9999-01-01
73515,Khun,Chelton,1990-03-13,55181,Senior Staff,9999-01-01
73523,Fei,Parascandalo,1992-02-04,68413,Senior Staff,9999-01-01
73532,Becky,dAstous,1999-11-27,58237,Staff,9999-01-01
73539,Renee,Serot,1986-05-08,49459,Senior Engineer,9999-01-01
73542,Shigehito,Acton,1988-07-02,84958,Senior Staff,9999-01-01
73548,Margareta,Pena,1985-11-15,60839,Senior Staff,9999-01-01
73553,Duro,Botman,1993-11-28,40000,Senior Engineer,9999-01-01
73559,Masamitsu,Murrill,1996-02-28,40000,Senior Staff,9999-01-01
73572,Yuuichi,Schapire,1989-06-17,54670,Technique Leader,9999-01-01
73578,Berna,Rohrbach,1996-01-24,50566,Engineer,9999-01-01
73595,Nobuyoshi,Vandervoorde,1985-04-04,45910,Senior Staff,9999-01-01
73601,Aloke,Vasanthakumar,1991-11-07,63363,Senior Engineer,9999-01-01
73612,Toney,Lienhardt,1987-02-03,58388,Senior Staff,9999-01-01
73615,Manton,Vecchi,1987-08-06,40000,Senior Engineer,9999-01-01
73621,Gadiel,Imataki,1990-02-08,51256,Senior Staff,9999-01-01
73628,Lucien,Riefers,1987-12-01,58265,Senior Staff,9999-01-01
73635,Roselyn,Desikan,1996-01-21,52881,Staff,9999-01-01
73636,Macha,Koblitz,1997-05-07,40000,Engineer,9999-01-01
73644,Eberhardt,Backhouse,1986-10-27,92720,Senior Engineer,9999-01-01
73655,Aram,Garrabrants,1994-09-09,41368,Technique Leader,9999-01-01
73673,Chenxi,Yurov,1989-02-10,48827,Senior Engineer,9999-01-01
73674,Yifei,Jahnichen,1985-10-21,80999,Senior Staff,9999-01-01
73687,Zito,Bakhtari,1992-10-24,61054,Senior Staff,9999-01-01
73689,Mansur,Goldhammer,1985-08-26,50994,Senior Staff,9999-01-01
73726,Elvia,Mawatari,1999-03-16,40000,Staff,9999-01-01
73733,Takanari,Kusakari,1989-03-02,61413,Senior Staff,9999-01-01
73734,Zhongwei,Rodite,1988-07-22,66545,Senior Staff,9999-01-01
73739,Marin,Krohm,1988-10-20,60709,Senior Staff,9999-01-01
73744,Basil,Baalen,1997-02-09,48738,Staff,9999-01-01
73756,Moni,Strooper,1996-01-06,40000,Senior Engineer,9999-01-01
73758,Serenella,Sevcikova,1996-07-28,44201,Senior Engineer,9999-01-01
73761,Mark,Birge,1988-01-13,69853,Senior Staff,9999-01-01
73762,Leaf,Tchuente,1985-11-29,45234,Senior Engineer,9999-01-01
73765,Richara,Gimbel,1997-02-10,69223,Engineer,9999-01-01
73777,Carrsten,DeMori,1999-11-23,44146,Engineer,9999-01-01
73782,Janche,Prochazka,1987-09-29,40000,Technique Leader,9999-01-01
73790,Kazunori,Pepe,1986-09-11,61447,Technique Leader,9999-01-01
73808,Urs,Skafidas,1987-02-12,40000,Senior Engineer,9999-01-01
73811,Valeri,Trogemann,1987-04-22,44473,Senior Engineer,9999-01-01
73812,Shugo,Koblitz,1988-10-23,70712,Senior Staff,9999-01-01
73817,Nikolaos,Veccia,1986-09-22,57197,Senior Staff,9999-01-01
73823,Shaibal,Michaels,1986-03-17,74949,Senior Staff,9999-01-01
73835,Leif,Krupka,1993-09-01,83289,Senior Engineer,9999-01-01
73841,Xiaocheng,Beznosov,1985-06-02,71616,Senior Staff,9999-01-01
73842,Seongbin,Esteva,1997-11-07,76465,Senior Staff,9999-01-01
73855,Greger,Blokdijk,1992-06-20,70976,Senior Staff,9999-01-01
73868,Moon,Goodrum,1997-06-22,79654,Senior Engineer,9999-01-01
73880,Katsuyuki,Gente,1986-05-26,40000,Senior Engineer,9999-01-01
73883,Lihong,Comellas,1993-01-04,82880,Senior Staff,9999-01-01
73885,Gianluca,Farrow,1996-11-24,40000,Engineer,9999-01-01
73891,Rasikan,Rebaine,1985-08-31,80024,Senior Staff,9999-01-01
73901,Arif,Ernst,1998-09-06,54929,Engineer,9999-01-01
73911,Ziya,Syrotiuk,1985-03-11,40000,Senior Staff,9999-01-01
73914,Atreyi,Smailagic,1988-06-11,40000,Senior Engineer,9999-01-01
73921,Maja,Rijsenbrij,1988-03-21,40000,Senior Engineer,9999-01-01
73937,Kagan,Moehrke,1988-11-21,56500,Senior Staff,9999-01-01
73952,Georgy,Matzov,1988-04-04,54749,Senior Engineer,9999-01-01
73965,Tonia,Verhaegen,1998-09-08,40000,Engineer,9999-01-01
73969,Yongdong,Prampolini,1996-10-16,40140,Engineer,9999-01-01
73972,Makato,Biron,1985-09-18,75625,Senior Staff,9999-01-01
73984,Ioana,Peltason,1987-01-23,40251,Senior Engineer,9999-01-01
73996,Sachar,Yamaashi,1985-08-12,40000,Senior Engineer,9999-01-01
74014,Hilary,Benaini,1991-10-25,44130,Senior Engineer,9999-01-01
74015,Parke,Lubachevsky,1987-02-11,68789,Senior Staff,9999-01-01
74021,Qiwen,Baba,1991-11-15,52086,Senior Engineer,9999-01-01
74024,Dinkar,Cools,2000-01-18,84359,Senior Engineer,9999-01-01
74025,Paloma,Figueira,1986-02-11,40000,Senior Engineer,9999-01-01
74027,Goo,Openshaw,1991-01-09,48363,Senior Engineer,9999-01-01
74042,Rosine,Kaiserswerth,1987-12-30,83655,Senior Engineer,9999-01-01
74046,Jungsoon,Birta,1994-02-02,55534,Senior Engineer,9999-01-01
74048,Krister,Mandell,1989-06-29,40000,Engineer,9999-01-01
74050,Greger,Staylopatis,1994-03-01,40000,Senior Engineer,9999-01-01
74056,Fumitake,Ishibashi,1997-03-28,49164,Engineer,9999-01-01
74069,Bluma,Schusler,1987-04-07,75624,Senior Staff,9999-01-01
74084,Hatem,Vasanthakumar,1987-06-27,59734,Senior Staff,9999-01-01
74101,Debaprosad,Porenta,1999-10-30,51287,Technique Leader,9999-01-01
74106,Sailaja,Uchoa,1987-02-16,67742,Senior Staff,9999-01-01
74116,Adit,Couchot,1995-07-16,40000,Senior Engineer,9999-01-01
74122,Sushant,Cappello,1988-01-27,40000,Senior Staff,9999-01-01
74126,Dulce,Bala,1987-01-03,64060,Senior Engineer,9999-01-01
74151,Munehiro,Bahl,1988-02-06,76340,Senior Staff,9999-01-01
74156,Bodo,Lovengreen,1985-09-10,40000,Senior Staff,9999-01-01
74164,Yakichi,Ambroszkiewicz,1991-04-14,48103,Senior Engineer,9999-01-01
74166,Shawna,Beidas,1996-05-14,43899,Senior Staff,9999-01-01
74169,Eldridge,Baek,1997-08-10,40706,Senior Engineer,9999-01-01
74176,Mariangiola,Conte,1987-03-03,45366,Senior Engineer,9999-01-01
74177,Charmane,Azumi,1987-06-04,40000,Senior Staff,9999-01-01
74182,Takushi,Stasinski,1985-11-07,40000,Senior Staff,9999-01-01
74184,Demin,Crelier,1986-08-12,61716,Senior Engineer,9999-01-01
74186,Nectarios,Landherr,1987-07-18,52913,Senior Staff,9999-01-01
74188,Kersti,Cronau,1991-06-22,41541,Senior Engineer,9999-01-01
74202,Aamer,Schneeberger,1987-10-15,48172,Senior Engineer,9999-01-01
74233,Zvonko,Spell,1992-02-03,40000,Senior Engineer,9999-01-01
74246,Tomofumi,Erdi,1994-07-22,99729,Senior Staff,9999-01-01
74258,Apostol,Hemaspaandra,1986-06-10,40000,Senior Staff,9999-01-01
74271,Guther,Coombs,1992-10-08,79587,Senior Staff,9999-01-01
74273,Rosita,Gladwell,1987-11-15,40000,Senior Engineer,9999-01-01
74286,Ramya,Bugaenko,1992-10-11,40000,Senior Engineer,9999-01-01
74301,Leaf,Sethi,1986-12-12,45021,Senior Engineer,9999-01-01
74315,Kristinn,Henseler,1998-10-26,40000,Engineer,9999-01-01
74316,Eran,Desikan,1987-01-18,73441,Senior Staff,9999-01-01
74323,Katsuo,Yetto,1988-11-03,48439,Senior Engineer,9999-01-01
74327,Aloke,Rahier,1993-05-26,40000,Senior Staff,9999-01-01
74332,Brigham,Impagliazzo,1988-06-02,42665,Senior Engineer,9999-01-01
74342,Jamaludin,Fiutem,1985-06-21,87368,Senior Staff,9999-01-01
74353,Shan,Rajala,1998-12-30,51591,Engineer,9999-01-01
74354,Aron,Lorys,1988-06-28,40000,Senior Staff,9999-01-01
74358,Mohammad,Lanteri,1987-03-06,71479,Senior Staff,9999-01-01
74388,Mokhtar,Miyakawa,1994-05-01,54421,Senior Engineer,9999-01-01
74406,Jaber,Tzvieli,1985-11-05,40514,Senior Engineer,9999-01-01
74408,Padma,Rodite,1997-04-21,58467,Engineer,9999-01-01
74413,Juichirou,Nitta,1999-11-28,51003,Engineer,9999-01-01
74420,Horward,Marsiglia,1985-08-02,73505,Senior Staff,9999-01-01
74425,Shakhar,Pero,1988-02-17,50240,Technique Leader,9999-01-01
74447,Atilio,Hebert,1988-09-08,40000,Senior Staff,9999-01-01
74450,Ortrun,Radivojevic,1995-01-02,40000,Engineer,9999-01-01
74458,Gennady,Guenter,1989-03-01,52323,Senior Engineer,9999-01-01
74481,Theirry,Restivo,1996-03-27,40000,Engineer,9999-01-01
74493,Susanne,Chelton,1988-11-10,54053,Engineer,9999-01-01
74494,Jongsuk,Czap,1987-12-07,46311,Senior Engineer,9999-01-01
74502,Bedrich,Delaune,1986-04-06,40000,Senior Staff,9999-01-01
74506,Becky,Picaronny,1998-12-26,74502,Staff,9999-01-01
74514,Rosalyn,Benzmuller,1994-01-19,56611,Senior Engineer,9999-01-01
74537,Sanjay,Samarati,1999-09-10,40000,Senior Staff,9999-01-01
74542,Adin,Naumovich,1988-06-20,74942,Senior Staff,9999-01-01
74571,Atilio,Viele,1987-11-12,95687,Senior Engineer,9999-01-01
74573,Torsten,DeMori,1996-12-22,56150,Senior Engineer,9999-01-01
74576,Sanjiv,Mundy,1986-03-27,44608,Senior Engineer,9999-01-01
74585,Youssef,Maliniak,1998-08-18,40000,Engineer,9999-01-01
74605,Kayoko,Berstel,1994-01-19,66119,Engineer,9999-01-01
74609,Divier,Conta,1999-07-01,41187,Engineer,9999-01-01
74618,Sanjiv,Zyda,1996-06-19,50834,Engineer,9999-01-01
74634,Gad,Strandh,1987-11-27,40000,Senior Staff,9999-01-01
74639,Heeju,Cooley,1985-02-20,43157,Technique Leader,9999-01-01
74642,Billur,Range,1988-03-14,40000,Engineer,9999-01-01
74656,Mayuri,Radivojevic,1987-10-05,48554,Senior Engineer,9999-01-01
74672,Vishu,Genther,1986-09-07,40000,Senior Engineer,9999-01-01
74681,Marjo,Passafiume,1994-03-15,61850,Senior Engineer,9999-01-01
74683,Takanari,Clouatre,1988-07-20,61336,Senior Staff,9999-01-01
74684,Oguz,Bernatsky,1991-06-10,64613,Senior Staff,9999-01-01
74690,Kristin,Streit,1988-03-03,60074,Senior Engineer,9999-01-01
74695,Bluma,Yamaashi,1987-04-25,51493,Senior Engineer,9999-01-01
74699,Moon,Rotem,1986-02-11,40000,Senior Engineer,9999-01-01
74706,Fen,Tibblin,1991-09-08,52180,Senior Engineer,9999-01-01
74723,Sibyl,Chiodo,1988-09-28,73177,Senior Engineer,9999-01-01
74733,Val,Sabnani,1985-08-27,70874,Senior Staff,9999-01-01
74742,Troy,Gurbaxani,1988-06-07,40000,Senior Engineer,9999-01-01
74766,Mats,Nitta,1996-11-23,42819,Technique Leader,9999-01-01
74772,Anoosh,Esteva,1996-10-15,64329,Staff,9999-01-01
74779,Beshir,Thibadeau,1985-02-27,64227,Senior Staff,9999-01-01
74783,Eckart,Schaaf,1986-07-10,65655,Senior Engineer,9999-01-01
74802,Mingzeng,Demizu,1988-03-06,49280,Technique Leader,9999-01-01
74811,Khatoun,Pardalos,1988-11-17,53056,Senior Engineer,9999-01-01
74817,Quingbo,Ranai,1988-12-30,43296,Senior Staff,9999-01-01
74837,Vitaly,Gunderson,1986-08-12,40000,Senior Staff,9999-01-01
74851,Takanari,Ratzlaff,1987-01-14,42705,Senior Staff,9999-01-01
74868,Shuji,Parfitt,1986-08-28,43508,Senior Staff,9999-01-01
74878,Mark,Leaver,1988-09-15,50609,Senior Engineer,9999-01-01
74883,Yonghoan,Hofman,1993-10-28,40337,Engineer,9999-01-01
